animal_type,intake_condition,intake_type,sex_upon_intake,age_upon_intake_(years),intake_number,time_in_shelter_days,sex_upon_outcome,age_upon_outcome_(years),outcome_number,outcome_type
Cat,Normal,Stray,Spayed Female,10,1,15.31666667,Spayed Female,10,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,1.245833333,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,13,1,4.832638889,Spayed Female,13,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,8,1,1.01875,Neutered Male,8,1,Euthanasia
Dog,Normal,Public Assist,Spayed Female,8,1,13.00555556,Spayed Female,8,1,Adoption
Dog,Normal,Stray,Spayed Female,10,1,0.760416667,Spayed Female,10,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,3.758333333,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,7,1,31.36597222,Neutered Male,7,1,Adoption
Dog,Normal,Stray,Neutered Male,10,1,7.040277778,Neutered Male,10,1,Transfer
Dog,Normal,Stray,Spayed Female,8,1,0.054166667,Spayed Female,8,1,Return to Owner
Dog,Sick,Euthanasia Request,Spayed Female,11,1,0.029861111,Spayed Female,11,1,Euthanasia
Dog,Normal,Stray,Spayed Female,8,1,4.267361111,Spayed Female,8,1,Euthanasia
Dog,Injured,Stray,Neutered Male,13,1,4.323611111,Neutered Male,13,1,Return to Owner
Dog,Normal,Stray,Neutered Male,12,2,4.341666667,Neutered Male,12,2,Return to Owner
Dog,Aged,Stray,Neutered Male,10,1,0.088888889,Neutered Male,10,1,Return to Owner
Dog,Normal,Stray,Neutered Male,10,1,0.548611111,Neutered Male,10,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,8,1,79.74375,Spayed Female,8,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,8,1,3.236111111,Spayed Female,8,1,Missing
Cat,Normal,Stray,Spayed Female,7,1,70.29513889,Spayed Female,8,1,Adoption
Dog,Normal,Stray,Intact Female,12,1,1.570833333,Intact Female,12,1,Return to Owner
Dog,Normal,Stray,Intact Female,12,2,1.248611111,Intact Female,12,2,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,9,1,6.221527778,Spayed Female,9,1,Transfer
Cat,Normal,Stray,Spayed Female,11,1,4.945138889,Spayed Female,11,1,Return to Owner
Dog,Normal,Stray,Spayed Female,9,1,0.846527778,Spayed Female,9,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,9,1,8.764583333,Spayed Female,9,1,Return to Owner
Dog,Aged,Stray,Neutered Male,9,1,0.918055556,Neutered Male,9,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,9,1,8.2875,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,13,1,4.059027778,Spayed Female,13,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,14,1,5.24375,Spayed Female,14,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,13,2,1.967361111,Spayed Female,13,2,Died
Cat,Normal,Owner Surrender,Spayed Female,8,1,44.03541667,Spayed Female,8,1,Transfer
Dog,Normal,Stray,Spayed Female,13,1,20.83402778,Spayed Female,13,1,Transfer
Dog,Normal,Public Assist,Spayed Female,10,1,9.140972222,Spayed Female,10,1,Return to Owner
Dog,Normal,Stray,Neutered Male,12,1,0.084722222,Neutered Male,12,1,Return to Owner
Dog,Aged,Stray,Spayed Female,12,1,0.763888889,Spayed Female,12,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,130.8395833,Neutered Male,8,1,Died
Dog,Normal,Public Assist,Spayed Female,9,1,18.90763889,Spayed Female,9,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,8,1,5.215277778,Neutered Male,8,1,Euthanasia
Dog,Normal,Stray,Intact Male,7,2,124.2430556,Neutered Male,8,2,Adoption
Dog,Normal,Owner Surrender,Spayed Female,9,1,9.021527778,Spayed Female,9,1,Transfer
Dog,Normal,Stray,Spayed Female,9,1,0.188194444,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,10.04027778,Neutered Male,9,1,Adoption
Cat,Normal,Owner Surrender,Spayed Female,9,1,5.984722222,Spayed Female,9,1,Transfer
Dog,Normal,Stray,Neutered Male,12,1,0.071527778,Neutered Male,12,1,Return to Owner
Dog,Normal,Stray,Spayed Female,9,1,16.04583333,Spayed Female,9,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,8,1,25.06736111,Spayed Female,8,1,Missing
Dog,Normal,Stray,Spayed Female,9,1,1.284027778,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,9,1,14.13055556,Spayed Female,9,1,Transfer
Dog,Normal,Stray,Spayed Female,11,1,2.921527778,Spayed Female,11,1,Return to Owner
Dog,Normal,Stray,Neutered Male,7,1,0.165972222,Neutered Male,7,1,Return to Owner
Dog,Aged,Stray,Spayed Female,14,1,0.023611111,Spayed Female,14,1,Return to Owner
Dog,Normal,Stray,Neutered Male,12,1,54.75277778,Neutered Male,12,1,Adoption
Dog,Normal,Stray,Neutered Male,11,2,0.84375,Neutered Male,11,2,Return to Owner
Dog,Normal,Euthanasia Request,Neutered Male,9,1,2.047222222,Neutered Male,9,1,Euthanasia
Dog,Injured,Stray,Spayed Female,9,1,1.108333333,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,0.177083333,Spayed Female,7,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,8,1,1.068055556,Spayed Female,8,1,Missing
Cat,Normal,Owner Surrender,Spayed Female,8,1,1.067361111,Spayed Female,8,1,Died
Dog,Normal,Public Assist,Spayed Female,11,1,1.115277778,Spayed Female,11,1,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,8,1,5.105555556,Neutered Male,8,1,Rto-Adopt
Cat,Normal,Owner Surrender,Spayed Female,10,1,49.91111111,Spayed Female,10,1,Adoption
Cat,Normal,Owner Surrender,Spayed Female,8,2,8.034722222,Spayed Female,8,2,Relocate
Dog,Normal,Public Assist,Neutered Male,10,1,10.21388889,Neutered Male,10,1,Return to Owner
Dog,Normal,Stray,Spayed Female,9,1,0.002083333,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,11,1,0.039583333,Spayed Female,11,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,9,1,4.195833333,Neutered Male,9,1,Return to Owner
Dog,Injured,Stray,Spayed Female,11,1,0.345833333,Spayed Female,11,1,Return to Owner
Dog,Normal,Stray,Neutered Male,10,1,261.7520833,Neutered Male,10,1,Missing
Dog,Normal,Public Assist,Neutered Male,7,1,8.013194444,Neutered Male,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,10,1,0.015972222,Spayed Female,10,1,Return to Owner
Dog,Aged,Stray,Spayed Female,9,2,0.336805556,Spayed Female,9,2,Return to Owner
Dog,Normal,Stray,Spayed Female,8,3,0.419444444,Spayed Female,8,3,Return to Owner
Dog,Normal,Stray,Spayed Female,10,1,15.6,Spayed Female,10,1,Adoption
Dog,Normal,Stray,Spayed Female,10,2,4.973611111,Spayed Female,10,2,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,8,1,15.12361111,Neutered Male,8,1,Adoption
Dog,Normal,Stray,Neutered Male,10,1,8.755555556,Neutered Male,10,1,Adoption
Dog,Normal,Public Assist,Neutered Male,10,1,2.9125,Neutered Male,10,1,Return to Owner
Dog,Sick,Stray,Neutered Male,11,1,2.738194444,Neutered Male,11,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,1.832638889,Neutered Male,9,1,Return to Owner
Dog,Aged,Stray,Intact Male,11,1,0.157638889,Intact Male,11,1,Return to Owner
Dog,Normal,Stray,Neutered Male,13,1,0.195138889,Neutered Male,13,1,Return to Owner
Dog,Normal,Stray,Neutered Male,13,2,0.175694444,Neutered Male,13,2,Return to Owner
Dog,Normal,Stray,Spayed Female,8,1,0.152083333,Spayed Female,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,12,1,0.902083333,Neutered Male,12,1,Return to Owner
Dog,Normal,Stray,Spayed Female,10,1,40.87847222,Spayed Female,10,1,Transfer
Dog,Normal,Owner Surrender,Spayed Female,8,1,61.01111111,Spayed Female,9,1,Adoption
Dog,Normal,Stray,Neutered Male,10,1,641.9902778,Neutered Male,12,1,Adoption
Dog,Normal,Stray,Spayed Female,9,1,0.311111111,Spayed Female,9,1,Return to Owner
Dog,Normal,Public Assist,Spayed Female,9,1,6.850694444,Spayed Female,9,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,9,1,18.00347222,Neutered Male,9,1,Adoption
Dog,Normal,Public Assist,Spayed Female,9,1,10.87708333,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,8,2,0.925,Spayed Female,8,2,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,0.331944444,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,3,1,3.103472222,Neutered Male,3,1,Return to Owner
Dog,Normal,Stray,Spayed Female,10,1,10.9375,Spayed Female,10,1,Transfer
Dog,Normal,Stray,Spayed Female,8,2,1.004861111,Spayed Female,8,2,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,8,3,4.009027778,Spayed Female,8,3,Return to Owner
Cat,Normal,Stray,Spayed Female,7,1,0.077083333,Spayed Female,7,1,Return to Owner
Dog,Injured,Stray,Neutered Male,8,1,9.243055556,Neutered Male,8,1,Transfer
Cat,Normal,Stray,Spayed Female,10,1,33.79791667,Spayed Female,10,1,Transfer
Dog,Aged,Stray,Neutered Male,10,1,2.945833333,Neutered Male,10,1,Return to Owner
Dog,Injured,Stray,Neutered Male,11,1,1.518055556,Neutered Male,11,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,10,1,25.18541667,Neutered Male,10,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,8,2,11.06597222,Neutered Male,8,2,Adoption
Dog,Normal,Stray,Spayed Female,9,1,7.360416667,Spayed Female,9,1,Transfer
Dog,Normal,Stray,Spayed Female,11,1,0.034722222,Spayed Female,11,1,Return to Owner
Dog,Normal,Stray,Neutered Male,10,1,9.029166667,Neutered Male,10,1,Transfer
Dog,Normal,Public Assist,Neutered Male,8,1,4.833333333,Neutered Male,8,1,Return to Owner
Cat,Injured,Stray,Spayed Female,10,1,0.043055556,Spayed Female,10,1,Return to Owner
Dog,Normal,Stray,Intact Male,12,1,0.846527778,Intact Male,12,1,Return to Owner
Dog,Normal,Stray,Spayed Female,13,1,1.180555556,Spayed Female,13,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,11,1,90.73402778,Spayed Female,11,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,9,2,10.00833333,Spayed Female,9,2,Adoption
Dog,Normal,Owner Surrender,Spayed Female,9,3,0.195138889,Spayed Female,9,3,Return to Owner
Dog,Normal,Public Assist,Neutered Male,11,1,304.1861111,Neutered Male,12,1,Adoption
Dog,Normal,Owner Surrender,Neutered Male,10,2,13.13541667,Neutered Male,11,2,Return to Owner
Dog,Normal,Public Assist,Neutered Male,10,3,1.677777778,Neutered Male,10,3,Return to Owner
Dog,Normal,Public Assist,Neutered Male,10,4,14.77291667,Neutered Male,10,4,Return to Owner
Dog,Normal,Public Assist,Neutered Male,10,5,15.53472222,Neutered Male,10,5,Return to Owner
Dog,Normal,Stray,Neutered Male,10,6,2.222916667,Neutered Male,10,6,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,7,1,3.986111111,Spayed Female,7,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,8,1,6.192361111,Spayed Female,8,1,Transfer
Dog,Normal,Stray,Spayed Female,9,1,0.043055556,Spayed Female,9,1,Return to Owner
Dog,Sick,Owner Surrender,Spayed Female,9,1,9.031944444,Spayed Female,9,1,Rto-Adopt
Dog,Injured,Stray,Intact Male,9,1,0.232638889,Intact Male,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,19,1,1.032638889,Neutered Male,19,1,Return to Owner
Cat,Injured,Stray,Neutered Male,12,1,35.31388889,Neutered Male,12,1,Transfer
Dog,Normal,Owner Surrender,Intact Male,11,1,3.327083333,Intact Male,11,1,Euthanasia
Dog,Aged,Public Assist,Intact Male,11,2,7.002777778,Intact Male,11,2,Missing
Dog,Normal,Stray,Spayed Female,10,1,0.054861111,Spayed Female,10,1,Return to Owner
Dog,Normal,Stray,Neutered Male,10,1,0.216666667,Neutered Male,10,1,Return to Owner
Dog,Injured,Stray,Neutered Male,10,1,15.65486111,Neutered Male,10,1,Transfer
Cat,Normal,Stray,Neutered Male,7,1,4.877777778,Neutered Male,7,1,Relocate
Dog,Normal,Stray,Intact Female,15,1,5.235416667,Intact Female,15,1,Missing
Dog,Normal,Stray,Intact Female,13,2,0.915972222,Intact Female,13,2,Return to Owner
Dog,Normal,Stray,Spayed Female,11,1,0.105555556,Spayed Female,11,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,10,1,11.66736111,Neutered Male,10,1,Return to Owner
Dog,Injured,Stray,Spayed Female,11,1,0.348611111,Spayed Female,11,1,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,8,1,6.789583333,Neutered Male,8,1,Died
Dog,Normal,Stray,Spayed Female,9,1,4.583333333,Spayed Female,9,1,Return to Owner
Cat,Injured,Stray,Spayed Female,8,1,0.022916667,Spayed Female,8,1,Euthanasia
Dog,Aged,Owner Surrender,Spayed Female,9,1,4.184027778,Spayed Female,9,1,Return to Owner
Cat,Injured,Euthanasia Request,Spayed Female,8,1,0.201388889,Spayed Female,8,1,Euthanasia
Dog,Normal,Owner Surrender,Spayed Female,9,1,3.970833333,Spayed Female,9,1,Euthanasia
Dog,Normal,Stray,Spayed Female,15,1,2.167361111,Spayed Female,15,1,Return to Owner
Dog,Injured,Stray,Spayed Female,15,1,0.442361111,Spayed Female,15,1,Return to Owner
Dog,Injured,Stray,Spayed Female,9,1,420.6090278,Spayed Female,10,1,Adoption
Dog,Normal,Stray,Spayed Female,7,2,1.915277778,Spayed Female,7,2,Return to Owner
Dog,Normal,Stray,Neutered Male,11,1,0.854166667,Neutered Male,11,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,9,2,4.903472222,Neutered Male,9,2,Return to Owner
Dog,Normal,Stray,Neutered Male,8,3,0.822916667,Neutered Male,8,3,Return to Owner
Dog,Normal,Stray,Neutered Male,8,4,7.003472222,Neutered Male,8,4,Return to Owner
Dog,Normal,Stray,Neutered Male,6,1,0.133333333,Neutered Male,6,1,Return to Owner
Dog,Normal,Stray,Neutered Male,10,1,0.021527778,Neutered Male,10,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,0.449305556,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Spayed Female,17,1,0.044444444,Spayed Female,17,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,7,1,3.029166667,Neutered Male,7,1,Adoption
Cat,Normal,Stray,Spayed Female,10,1,7.989583333,Spayed Female,10,1,Rto-Adopt
Cat,Normal,Stray,Neutered Male,9,1,2.019444444,Neutered Male,9,1,Return to Owner
Dog,Normal,Euthanasia Request,Neutered Male,7,1,0.190972222,Neutered Male,7,1,Euthanasia
Dog,Normal,Public Assist,Spayed Female,12,1,3.213888889,Spayed Female,12,1,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,11,1,26.26666667,Neutered Male,11,1,Adoption
Cat,Normal,Owner Surrender,Neutered Male,11,2,4.0875,Neutered Male,11,2,Died
Cat,Normal,Owner Surrender,Spayed Female,11,1,26.26666667,Spayed Female,11,1,Adoption
Cat,Normal,Owner Surrender,Spayed Female,11,2,4.0875,Spayed Female,11,2,Adoption
Cat,Normal,Stray,Neutered Male,8,1,71.95,Neutered Male,8,1,Adoption
Dog,Normal,Stray,Neutered Male,11,1,0.034722222,Neutered Male,11,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,10,1,6.95625,Neutered Male,10,1,Return to Owner
Dog,Normal,Stray,Spayed Female,9,1,3.870138889,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,13,1,0.015277778,Spayed Female,13,1,Return to Owner
Dog,Normal,Stray,Spayed Female,13,2,0.06875,Spayed Female,13,2,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,1.215277778,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,6,2,0.04375,Spayed Female,6,2,Return to Owner
Dog,Normal,Stray,Spayed Female,6,1,25.05833333,Spayed Female,7,1,Adoption
Dog,Normal,Public Assist,Spayed Female,6,2,9.002083333,Spayed Female,6,2,Return to Owner
Dog,Normal,Stray,Neutered Male,13,1,0.334722222,Neutered Male,13,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,1.074305556,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Intact Male,7,2,5.931944444,Neutered Male,7,2,Return to Owner
Cat,Normal,Stray,Spayed Female,9,1,10.56180556,Spayed Female,9,1,Transfer
Dog,Normal,Owner Surrender,Neutered Male,8,1,5.947916667,Neutered Male,8,1,Euthanasia
Cat,Normal,Owner Surrender,Spayed Female,6,1,14.86527778,Spayed Female,6,1,Adoption
Dog,Sick,Owner Surrender,Spayed Female,9,1,1.95625,Spayed Female,9,1,Euthanasia
Dog,Normal,Stray,Neutered Male,10,1,1.109722222,Neutered Male,10,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,8,1,58.77916667,Spayed Female,8,1,Adoption
Dog,Normal,Stray,Spayed Female,7,1,0.865972222,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,0.252777778,Neutered Male,8,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,9,1,29.77361111,Spayed Female,9,1,Missing
Dog,Normal,Owner Surrender,Spayed Female,9,2,15.01041667,Spayed Female,9,2,Died
Dog,Normal,Public Assist,Spayed Female,7,3,6.735416667,Spayed Female,7,3,Return to Owner
Dog,Aged,Owner Surrender,Spayed Female,12,1,1.182638889,Spayed Female,12,1,Euthanasia
Cat,Normal,Owner Surrender,Neutered Male,9,1,4.14375,Neutered Male,9,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,9,1,5.842361111,Spayed Female,9,1,Relocate
Cat,Normal,Owner Surrender,Spayed Female,9,1,2.514583333,Spayed Female,9,1,Transfer
Dog,Normal,Owner Surrender,Neutered Male,8,1,1.161111111,Neutered Male,8,1,Return to Owner
Dog,Injured,Stray,Neutered Male,7,1,4.223611111,Neutered Male,7,1,Euthanasia
Dog,Normal,Owner Surrender,Spayed Female,9,1,5.05,Spayed Female,9,1,Return to Owner
Dog,Normal,Stray,Neutered Male,7,1,0.9875,Neutered Male,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,15,1,0.19375,Spayed Female,15,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,6,1,3.960416667,Spayed Female,6,1,Adoption
Dog,Normal,Stray,Spayed Female,10,1,0.075,Spayed Female,10,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,13,1,0.085416667,Neutered Male,13,1,Return to Owner
Dog,Normal,Stray,Neutered Male,10,1,0.959027778,Neutered Male,10,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,7,2,26.98541667,Neutered Male,7,2,Return to Owner
Cat,Normal,Stray,Neutered Male,9,1,0.83125,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,10,1,8.8875,Spayed Female,10,1,Adoption
Dog,Sick,Stray,Intact Female,7,1,9.08125,Intact Female,7,1,Transfer
Cat,Normal,Owner Surrender,Neutered Male,7,1,50.38333333,Neutered Male,7,1,Transfer
Dog,Normal,Stray,Neutered Male,10,1,0.099305556,Neutered Male,10,1,Return to Owner
Cat,Normal,Owner Surrender,Spayed Female,11,1,29.0875,Spayed Female,11,1,Adoption
Dog,Normal,Stray,Spayed Female,6,1,0.048611111,Spayed Female,6,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,4.866666667,Neutered Male,9,1,Adoption
Dog,Normal,Owner Surrender,Spayed Female,11,1,15.92013889,Spayed Female,11,1,Adoption
Dog,Normal,Stray,Neutered Male,14,1,0.931944444,Neutered Male,14,1,Return to Owner
Cat,Normal,Stray,Neutered Male,8,1,0.9125,Neutered Male,8,1,Return to Owner
Dog,Sick,Euthanasia Request,Neutered Male,9,1,1.2375,Neutered Male,9,1,Transfer
Dog,Normal,Stray,Spayed Female,8,1,2.131944444,Spayed Female,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,1.231944444,Neutered Male,9,1,Return to Owner
Dog,Sick,Public Assist,Neutered Male,10,1,0.129861111,Neutered Male,10,1,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,8,1,22.07222222,Neutered Male,8,1,Adoption
Cat,Normal,Owner Surrender,Neutered Male,6,2,32.04722222,Neutered Male,6,2,Adoption
Dog,Normal,Owner Surrender,Neutered Male,9,1,0.169444444,Neutered Male,9,1,Euthanasia
Dog,Normal,Stray,Neutered Male,7,1,11.85,Neutered Male,7,1,Adoption
Dog,Normal,Public Assist,Neutered Male,8,1,10.17361111,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,11,1,8.085416667,Neutered Male,11,1,Return to Owner
Dog,Normal,Public Assist,Neutered Male,8,1,7.0375,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,0.226388889,Neutered Male,8,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,8,1,16.88541667,Neutered Male,8,1,Transfer
Dog,Injured,Stray,Neutered Male,11,1,4.086111111,Neutered Male,11,1,Euthanasia
Dog,Normal,Public Assist,Neutered Male,10,2,44.59305556,Neutered Male,10,2,Return to Owner
Cat,Normal,Owner Surrender,Neutered Male,9,1,11.19791667,Neutered Male,9,1,Died
Cat,Normal,Owner Surrender,Spayed Female,9,1,3.069444444,Spayed Female,9,1,Adoption
Dog,Normal,Stray,Spayed Female,8,1,0.082638889,Spayed Female,8,1,Return to Owner
Cat,Sick,Euthanasia Request,Spayed Female,7,1,0.070833333,Spayed Female,7,1,Euthanasia
Dog,Normal,Stray,Neutered Male,13,1,0.122222222,Neutered Male,13,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,14,1,10.27013889,Neutered Male,14,1,Adoption
Dog,Aged,Owner Surrender,Neutered Male,10,1,9.158333333,Neutered Male,10,1,Adoption
Dog,Sick,Euthanasia Request,Spayed Female,9,1,0.097916667,Spayed Female,9,1,Euthanasia
Dog,Normal,Stray,Neutered Male,8,1,0.055555556,Neutered Male,8,1,Return to Owner
Dog,Normal,Stray,Neutered Male,9,1,1.113888889,Neutered Male,9,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,1,0.288194444,Spayed Female,7,1,Return to Owner
Dog,Other,Euthanasia Request,Spayed Female,8,1,0.101388889,Spayed Female,8,1,Euthanasia
Dog,Normal,Stray,Spayed Female,7,1,0.226388889,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Spayed Female,7,2,0.165277778,Spayed Female,7,2,Return to Owner
Dog,Normal,Stray,Spayed Female,10,1,1.03125,Spayed Female,10,1,Return to Owner
Dog,Normal,Stray,Neutered Male,10,1,6.0375,Neutered Male,10,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,7,1,13.08194444,Neutered Male,8,1,Adoption
